id,value,created_at,updated_at
1500,"0,97,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-26 18:59:09,2024-02-26 18:59:09
1501,"0,6,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-27 03:45:15,2024-02-27 03:45:15
1502,"100,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-27 13:01:42,2024-02-27 13:01:42
1503,"23,24,31,56",2024-02-27 18:59:30,2024-02-27 18:59:30
1504,"176,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-28 05:35:31,2024-02-28 05:35:31
1505,"0,65,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-28 18:17:37,2024-02-28 18:17:37
1506,"23,24,31,64,82",2024-02-29 03:03:31,2024-02-29 03:03:31
1507,"0,162,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-01 12:07:06,2024-03-01 12:07:06
1508,"42,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-03 05:58:31,2024-03-03 05:58:31
1509,"0,190,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-03 12:37:03,2024-03-03 12:37:03
1510,"0,45,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-04 00:07:35,2024-03-04 00:07:35
1511,"0,131,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-04 22:27:35,2024-03-04 22:27:35
1512,"64,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-05 20:52:36,2024-03-05 20:52:36
1513,"0,196,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-06 06:32:11,2024-03-06 06:32:11
1514,"71,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-09 07:39:12,2024-03-09 07:39:12
1515,"0,179,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-11 13:48:39,2024-03-11 13:48:39
1516,"0,61,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-12 05:31:35,2024-03-12 05:31:35
1517,"0,31,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-12 15:56:15,2024-03-12 15:56:15
1518,"92,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-12 19:36:37,2024-03-12 19:36:37
1519,"0,195,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-12 22:42:24,2024-03-12 22:42:24
1520,"0,85,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-14 04:00:32,2024-03-14 04:00:32
1521,"0,82,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-15 19:57:43,2024-03-15 19:57:43
1522,"37,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-16 01:33:33,2024-03-16 01:33:33
1523,"89,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-16 19:47:42,2024-03-16 19:47:42
1524,"49,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-18 07:39:58,2024-03-18 07:39:58
1525,"67,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-18 08:28:43,2024-03-18 08:28:43
1526,"141,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-20 02:41:09,2024-03-20 02:41:09
1527,"164,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-20 15:32:52,2024-03-20 15:32:52
1528,"0,49,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-21 04:30:21,2024-03-21 04:30:21
1529,"0,139,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-21 05:32:54,2024-03-21 05:32:54
1530,"0,174,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-21 07:38:15,2024-03-21 07:38:15
1531,"47,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-21 20:04:04,2024-03-21 20:04:04
1532,"0,29,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-22 00:39:18,2024-03-22 00:39:18
1533,"0,143,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-22 03:50:01,2024-03-22 03:50:01
1534,"0,5,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-22 06:58:30,2024-03-22 06:58:30
1535,"10,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-23 17:11:27,2024-03-23 17:11:27
1536,"0,164,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-25 05:03:01,2024-03-25 05:03:01
1537,"194,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-29 09:17:51,2024-03-29 09:17:51
1538,"80,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-03-29 21:22:39,2024-03-29 21:22:39
1539,"0,142,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-06 10:10:15,2024-04-06 10:10:15
1540,"0,52,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-07 16:15:45,2024-04-07 16:15:45
1541,"156,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-08 22:53:47,2024-04-08 22:53:47
1542,"151,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-09 11:26:18,2024-04-09 11:26:18
1543,"73,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-13 06:09:57,2024-04-13 06:09:57
1544,"0,170,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-14 16:19:11,2024-04-14 16:19:11
1545,"122,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-20 01:53:40,2024-04-20 01:53:40
1546,"0,200,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-22 02:43:31,2024-04-22 02:43:31
1547,"43,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-23 02:35:03,2024-04-23 02:35:03
1548,"20,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-23 16:12:15,2024-04-23 16:12:15
1549,"0,33,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-23 22:02:21,2024-04-23 22:02:21
1550,"0,118,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-25 21:32:29,2024-04-25 21:32:29
1551,"18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-25 21:52:44,2024-04-25 21:52:44
1552,"0,15,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-25 22:07:30,2024-04-25 22:07:30
1553,"97,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-04-27 20:51:16,2024-04-27 20:51:16
1554,"195,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-05-11 06:37:19,2024-05-11 06:37:19
1555,"114,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-05-18 07:08:09,2024-05-18 07:08:09
1556,"0,19,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-05-22 17:57:40,2024-05-22 17:57:40
1557,"153,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-05-27 00:30:55,2024-05-27 00:30:55
1558,"199,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-05-29 02:50:11,2024-05-29 02:50:11
1559,"193,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-04 07:23:06,2024-06-04 07:23:06
1560,"50,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-07 10:24:00,2024-06-07 10:24:00
1561,"24,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-11 07:29:34,2024-06-11 07:29:34
1562,"23,24,103,41,42",2024-06-14 02:08:34,2024-06-14 02:08:34
1563,"0,64,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-14 15:03:27,2024-06-14 15:03:27
1564,"0,104,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-18 04:41:09,2024-06-18 04:41:09
1565,"0,103,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-21 08:32:59,2024-06-21 08:32:59
1566,"0,117,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-25 08:17:49,2024-06-25 08:17:49
1567,"117,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-25 11:11:33,2024-06-25 11:11:33
1568,"0,99,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-27 15:37:31,2024-06-27 15:37:31
1569,"104,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-27 22:14:58,2024-06-27 22:14:58
1570,"0,18,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-06-30 18:28:00,2024-06-30 18:28:00
1571,"96,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-03 07:26:20,2024-07-03 07:26:20
1572,"53,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-04 20:25:52,2024-07-04 20:25:52
1573,"0,172,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-05 22:22:36,2024-07-05 22:22:36
1574,"52,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-06 17:33:20,2024-07-06 17:33:20
1575,"22,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-09 04:35:58,2024-07-09 04:35:58
1576,"0,47,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-10 18:43:09,2024-07-10 18:43:09
1577,"135,0,0,0",2024-07-10 21:11:57,2024-07-10 21:11:57
1578,"135,0,0",2024-07-11 21:31:55,2024-07-11 21:31:55
1579,"0,60,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-12 03:48:38,2024-07-12 03:48:38
1580,"135,0",2024-07-12 22:34:26,2024-07-12 22:34:26
1581,"0,20,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-13 13:00:03,2024-07-13 13:00:03
1582,"0,181,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-16 13:33:06,2024-07-16 13:33:06
1583,"0,168,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-16 20:41:43,2024-07-16 20:41:43
1584,"0,80,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-18 03:22:01,2024-07-18 03:22:01
1585,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-18 08:21:32,2024-07-18 08:21:32
1586,"0,105,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-19 20:33:44,2024-07-19 20:33:44
1587,"0,182,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-20 18:36:06,2024-07-20 18:36:06
1588,"0,46,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-23 06:32:50,2024-07-23 06:32:50
1589,"3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-23 10:26:34,2024-07-23 10:26:34
1590,"0,28,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-23 11:57:31,2024-07-23 11:57:31
1591,"0,140,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-23 12:11:55,2024-07-23 12:11:55
1592,"128,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-24 09:09:55,2024-07-24 09:09:55
1593,"0,94,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-25 08:56:53,2024-07-25 08:56:53
1594,"155,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-25 10:39:42,2024-07-25 10:39:42
1595,"0,177,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-28 12:13:39,2024-07-28 12:13:39
1596,"0,111,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-07-30 22:29:49,2024-07-30 22:29:49
1597,"0,21,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-01 23:15:55,2024-08-01 23:15:55
1598,"26,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-07 09:59:02,2024-08-07 09:59:02
1599,"0,30,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-07 19:08:43,2024-08-07 19:08:43
1600,"5,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-08 01:56:56,2024-08-08 01:56:56
1601,"0,77,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-08 20:43:12,2024-08-08 20:43:12
1602,"0,148,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-09 02:20:59,2024-08-09 02:20:59
1603,"0,152,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-14 21:29:38,2024-08-14 21:29:38
1604,"0,106,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-23 08:01:55,2024-08-23 08:01:55
1605,"0,63,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-23 15:56:54,2024-08-23 15:56:54
1606,"27,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-25 10:54:49,2024-08-25 10:54:49
1607,"0,76,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-29 04:02:21,2024-08-29 04:02:21
1608,"0,186,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-08-30 12:18:46,2024-08-30 12:18:46
1609,"6,0",2024-09-09 20:41:48,2024-09-09 20:41:48
1610,"0,68,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-10 02:53:11,2024-09-10 02:53:11
1611,"0,171,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-20 20:13:56,2024-09-20 20:13:56
1612,"0,42,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-28 07:23:15,2024-09-28 07:23:15
1613,"0,86,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-28 12:12:06,2024-09-28 12:12:06
1614,"0,163,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-28 22:42:11,2024-09-28 22:42:11
1615,"0,24,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-04 03:28:03,2024-10-04 03:28:03
1616,"0,53,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-07 13:21:04,2024-10-07 13:21:04
1617,"0,22,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-08 04:18:52,2024-10-08 04:18:52
1618,"0,51,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-08 17:48:59,2024-10-08 17:48:59
1619,"0,151,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-15 15:00:57,2024-10-15 15:00:57
1620,"0,137,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-19 18:44:35,2024-10-19 18:44:35
1621,"88,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-19 19:47:33,2024-10-19 19:47:33
1622,"0,9,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-20 12:16:11,2024-10-20 12:16:11
1623,"0,37,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-28 03:20:25,2024-10-28 03:20:25
1624,"0,109,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-10-30 06:12:40,2024-10-30 06:12:40
1625,"1,8,6",2024-11-03 10:01:11,2024-11-03 10:01:11
1626,"165,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-11-15 08:39:56,2024-11-15 08:39:56
1627,"23,24,31,17,31,23,82,83",2024-11-29 09:10:30,2024-11-29 09:10:30
1628,"0,8,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-05 16:17:47,2024-12-05 16:17:47
1629,"0,194,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-06 08:12:40,2024-12-06 08:12:40
1630,"0,89,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-30 02:08:34,2024-12-30 02:08:34
1631,"0,23,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-30 23:17:45,2024-12-30 23:17:45
1632,"0,127,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-31 17:53:17,2024-12-31 17:53:17
1633,"0,72,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-12-31 18:46:50,2024-12-31 18:46:50
1634,"0,188,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-01-12 13:14:29,2025-01-12 13:14:29
1635,"0,134,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-01-14 11:13:15,2025-01-14 11:13:15
1636,"0,50,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-01-20 21:42:40,2025-01-20 21:42:40
1637,"0,87,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-01-29 06:13:20,2025-01-29 06:13:20
1638,"0,136,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-02-07 14:37:12,2025-02-07 14:37:12
1639,"0,154,0,0,0,0,0,0,0,0,0,0,0,0,0",2025-02-09 13:29:17,2025-02-09 13:29:17
1640,"1,20,8,6,25",2025-04-13 09:12:36,2025-04-13 09:12:36
1641,"23,24,31,67,17,31,23,82,83",2025-06-02 11:51:31,2025-06-02 11:51:31
1642,"23,24,103,39",2025-06-08 21:40:23,2025-06-08 21:40:23
1643,"23,24,103,144",2025-09-17 19:54:30,2025-09-17 19:54:30
1644,"23,31,56,82,103",2025-10-06 06:07:31,2025-10-06 06:07:31
1645,"23,24,32,39,82,83",2025-10-14 09:56:31,2025-10-14 09:56:31
1646,"24,23,16,52",2025-10-16 06:17:58,2025-10-16 06:17:58
1647,"1,20,6,8,14,25",2025-11-14 14:47:52,2025-11-14 14:47:52
1648,"1,20,6,8,14,3,25",2025-11-14 15:02:46,2025-11-14 15:02:46
1649,"8,1,25,6,14",2025-11-14 17:25:25,2025-11-14 17:25:25
1650,"8,3,6,1",2025-11-14 19:16:51,2025-11-14 19:16:51
1651,"8,14,1,3,6",2025-11-14 22:20:18,2025-11-14 22:20:18
1652,"23,24,103,144,39",2025-12-10 21:09:46,2025-12-10 21:09:46
