id,value,created_at,updated_at
671,"19660,19660,32767,6553,19660",2019-07-06 10:29:38,2019-07-06 10:29:38
672,"19678,19684,32792,19700,19660",2019-07-06 10:31:38,2019-07-06 10:31:38
673,"17,26237,13131,39,26213",2019-07-06 10:42:36,2019-07-06 10:42:36
674,"6553,19660,6553,6553,19660",2019-07-06 10:43:02,2019-07-06 10:43:02
675,"6571,19684,6578,6593,19660",2019-07-06 10:45:17,2019-07-06 10:45:17
676,"19660,6553,6553,19660,19660",2019-07-06 11:01:55,2019-07-06 11:01:55
677,"6553,19660,19660,6553,32767,6553,6553",2019-07-06 11:02:08,2019-07-06 11:02:08
678,"6571,19684,19685,6593,32767,6553,6553",2019-07-06 11:04:20,2019-07-06 11:04:20
679,"13106,13106,13106,13106,26213",2019-07-06 11:04:51,2019-07-06 11:04:51
680,"13124,13130,13131,13146,26213",2019-07-06 11:07:08,2019-07-06 11:07:08
681,"17,23,24,39,13106",2019-07-06 11:09:07,2019-07-06 11:09:07
682,"17,13130,13131,39,26213",2019-07-06 11:09:49,2019-07-06 11:09:49
683,"6553,6553,6553,6553,19660",2019-07-06 11:10:15,2019-07-06 11:10:15
684,"6571,6577,6578,6593,19660",2019-07-06 11:12:33,2019-07-06 11:12:33
685,"13106,13106,26213,13106,26213",2019-07-06 11:12:58,2019-07-06 11:12:58
686,"13124,13130,26238,13146,26213",2019-07-06 11:15:15,2019-07-06 11:15:15
687,"19660,6553,19660,19660,19660",2019-07-06 11:15:42,2019-07-06 11:15:42
688,"19678,6577,19685,19700,19660",2019-07-06 11:17:59,2019-07-06 11:17:59
689,"6553,6553,19660,6553,19660",2019-07-06 11:18:26,2019-07-06 11:18:26
690,"6571,6577,19685,6593,19660",2019-07-06 11:20:45,2019-07-06 11:20:45
691,"6553,19660,19660,6553,6553,6553,19660",2019-07-06 11:34:50,2019-07-06 11:34:50
692,"6571,19684,19685,6593,6553,6553,19660",2019-07-06 11:37:07,2019-07-06 11:37:07
693,"13124,26237",2019-07-06 11:50:36,2019-07-06 11:50:36
694,"13106,13106,26213,13106,13106,13106,26213",2019-07-06 11:56:41,2019-07-06 11:56:41
695,"13106,13106,26213",2019-07-06 11:56:53,2019-07-06 11:56:53
696,"13124,13130,26238,13146,13106,13106,26213",2019-07-06 11:58:57,2019-07-06 11:58:57
697,"19660,6553,19660,19660,6553,6553,19660",2019-07-06 11:59:22,2019-07-06 11:59:22
698,"19660,6553,19660,6553,6553,6553,19660",2019-07-06 11:59:39,2019-07-06 11:59:39
699,"19678,6577,19685,19700,6553,6553,19660",2019-07-06 12:01:40,2019-07-06 12:01:40
700,"6553,6553,19660,6553,6553,6553,32767",2019-07-06 12:02:05,2019-07-06 12:02:05
701,"6571,6577,19685,6593,6553,6553,32767",2019-07-06 12:04:21,2019-07-06 12:04:21
702,"13124,23,13131,13146",2019-07-06 12:07:07,2019-07-06 12:07:07
703,"13124,26237,24",2019-07-06 12:12:50,2019-07-06 12:12:50
704,"17,13130,13131,39,13106,13106,13106",2019-07-06 12:20:47,2019-07-06 12:20:47
705,"6553,6553,6553,6553,6553,6553,6553",2019-07-06 12:21:12,2019-07-06 12:21:12
706,"6571,6577,6578,6593,6553,6553,6553",2019-07-06 12:23:32,2019-07-06 12:23:32
707,"17,13130,13131,39,26213,26213,13106",2019-07-06 12:31:45,2019-07-06 12:31:45
708,"6553,6553,6553,6553,19660,19660,6553",2019-07-06 12:32:11,2019-07-06 12:32:11
709,"6571,6577,6578,6593,19660,19660,6553",2019-07-06 12:34:27,2019-07-06 12:34:27
710,"19678,19684",2019-07-06 12:34:58,2019-07-06 12:34:58
711,"13124,23,24,39",2019-07-06 12:37:43,2019-07-06 12:37:43
712,"17,23,24,39,13106,13106,13106",2019-07-06 12:39:56,2019-07-06 12:39:56
713,"6553,6553,19660,6553,19660,19660,19660",2019-07-06 12:40:22,2019-07-06 12:40:22
714,"6571,6577,19685,6593,19660,19660,19660",2019-07-06 12:42:40,2019-07-06 12:42:40
715,"13124,23,13131,13146,13106,13106,13106",2019-07-06 12:45:22,2019-07-06 12:45:22
716,"13124,13130",2019-07-06 12:46:01,2019-07-06 12:46:01
717,"17,23,13131,39,13106,13106,26213",2019-07-06 12:48:07,2019-07-06 12:48:07
718,"6571,45898",2019-07-06 12:51:33,2019-07-06 12:51:33
719,"6553,45874",2019-07-06 12:51:51,2019-07-06 12:51:51
720,"13124,39345",2019-07-06 12:57:06,2019-07-06 12:57:06
721,"17,39345",2019-07-06 13:02:39,2019-07-06 13:02:39
722,"19678,32791",2019-07-06 13:19:11,2019-07-06 13:19:11
723,"6553,6553,32767,19660,19660,6553,19660",2019-07-06 13:24:05,2019-07-06 13:24:05
724,"6553,6553,32767,6553,19660,6553,19660",2019-07-06 13:24:19,2019-07-06 13:24:19
725,"6571,6577,32792,19700,19660,6553,19660",2019-07-06 13:26:20,2019-07-06 13:26:20
726,"17,23,26238,13146,13106",2019-07-06 13:31:46,2019-07-06 13:31:46
727,"13124,39345,24",2019-07-06 13:35:50,2019-07-06 13:35:50
728,"17,23,13131,39,26213,13106",2019-07-06 14:01:50,2019-07-06 14:01:50
729,"26231,26237",2019-07-06 14:03:29,2019-07-06 14:03:29
730,"19678,6577",2019-07-06 14:06:14,2019-07-06 14:06:14
731,"17,23,26238,13146,26213,13106,13106",2019-07-06 14:09:58,2019-07-06 14:09:58
732,"19678,19684,19685,6593,6553,6553,19660",2019-07-06 14:53:54,2019-07-06 14:53:54
733,"26213,13106,13106",2019-07-06 14:54:33,2019-07-06 14:54:33
734,"13124,13130,13131,39",2019-07-06 14:59:19,2019-07-06 14:59:19
735,"19678,6577,6578,6593",2019-07-06 15:02:02,2019-07-06 15:02:02
736,"13124,13130,24,39,13106,13106",2019-07-06 15:29:21,2019-07-06 15:29:21
737,"13124,23,24",2019-07-06 15:34:45,2019-07-06 15:34:45
738,"13124,13130,13131,39,13106,13106,13106",2019-07-06 15:37:28,2019-07-06 15:37:28
739,"19660,6553,6553,6553,6553,6553,6553",2019-07-06 15:37:59,2019-07-06 15:37:59
740,"19678,6577,6578,6593,6553,6553,6553",2019-07-06 15:40:35,2019-07-06 15:40:35
741,"19660,6553,19660,6553,6553",2019-07-06 16:22:23,2019-07-06 16:22:23
742,"6571,6577,19685,6593,6553",2019-07-06 16:27:08,2019-07-06 16:27:08
743,"19678,32791,6578",2019-07-06 16:32:58,2019-07-06 16:32:58
744,"13124,26237,13131",2019-07-06 16:35:40,2019-07-06 16:35:40
745,"26231,26237,24",2019-07-06 16:38:27,2019-07-06 16:38:27
746,"19660,6553,6553",2019-07-06 16:41:00,2019-07-06 16:41:00
747,"19678,6577,6578",2019-07-06 16:41:15,2019-07-06 16:41:15
748,"6571,6577,6578,6593,19660,6553",2019-07-06 16:57:05,2019-07-06 16:57:05
749,"19678,19684,6578",2019-07-06 16:57:47,2019-07-06 16:57:47
750,"32785,19684",2019-07-06 17:00:34,2019-07-06 17:00:34
751,"32767,19660",2019-07-06 17:00:48,2019-07-06 17:00:48
752,"26231,23,24",2019-07-06 17:03:19,2019-07-06 17:03:19
753,"6571,6577,19685,6593,19660,6553,6553",2019-07-06 17:05:19,2019-07-06 17:05:19
754,"17,23,13131,39,13106",2019-07-06 17:10:43,2019-07-06 17:10:43
755,"26231,13130",2019-07-06 17:11:40,2019-07-06 17:11:40
756,"13124,39345,13131,39,26213,13106,13106",2019-07-06 17:16:40,2019-07-06 17:16:40
757,"19660,32767,6553,6553,19660,6553,6553",2019-07-06 17:17:07,2019-07-06 17:17:07
758,"19678,32791,6578,6593,19660,6553,6553",2019-07-06 17:19:20,2019-07-06 17:19:20
759,"32767,6553,19660,19660,19660,6553,32767",2019-07-06 17:33:15,2019-07-06 17:33:15
760,"32767,19660,6553,19660,19660,6553,6553",2019-07-06 17:36:03,2019-07-06 17:36:03
761,"19660,32767,19660,6553,32767,19660,19660",2019-07-06 17:36:10,2019-07-06 17:36:10
762,"19678,32791,19685,6593,32767,19660,19660",2019-07-06 17:38:26,2019-07-06 17:38:26
763,"26213,26213,13106,13106,26213,13106,13106",2019-07-06 17:38:56,2019-07-06 17:38:56
764,"26231,26237,13131,13146,26213,13106,13106",2019-07-06 17:41:12,2019-07-06 17:41:12
765,"13124,26237,13131,39,26213,13106,26213",2019-07-06 17:43:53,2019-07-06 17:43:53
766,"19660,19660,6553,6553,19660,6553,19660",2019-07-06 17:44:20,2019-07-06 17:44:20
767,"19678,19684,6578,6593,19660,6553,19660",2019-07-06 17:46:40,2019-07-06 17:46:40
768,"39321,13106,13106,26213,13106",2019-07-06 17:46:54,2019-07-06 17:46:54
769,"26213,26213,26213,13106,26213,13106,26213",2019-07-06 17:47:07,2019-07-06 17:47:07
770,"26231,26237,26238,13146,26213,13106,26213",2019-07-06 17:49:25,2019-07-06 17:49:25
771,"32767,19660,19660,19660,19660,6553,19660",2019-07-06 17:49:52,2019-07-06 17:49:52
772,"32767,19660,19660,6553,19660,6553,19660",2019-07-06 17:50:04,2019-07-06 17:50:04
773,"32785,19684,19685,19700,19660,6553,19660",2019-07-06 17:52:06,2019-07-06 17:52:06
774,"19660,19660,19660,6553,19660,6553,32767",2019-07-06 17:52:32,2019-07-06 17:52:32
775,"19678,19684,19685,6593,19660,6553,32767",2019-07-06 17:54:51,2019-07-06 17:54:51
776,"13124,26237,24,39,26213,13106",2019-07-06 18:03:03,2019-07-06 18:03:03
777,"13124,23,13131",2019-07-06 18:09:49,2019-07-06 18:09:49
778,"13124,26237,13131,39,39321,26213,13106",2019-07-06 18:22:08,2019-07-06 18:22:08
779,"19660,19660,6553,6553,32767,19660,6553",2019-07-06 18:22:40,2019-07-06 18:22:40
780,"19678,19684,6578,6593,32767,19660,6553",2019-07-06 18:24:53,2019-07-06 18:24:53
781,"13124,13130,13131",2019-07-06 18:26:23,2019-07-06 18:26:23
782,"26231,13130,24",2019-07-06 18:29:09,2019-07-06 18:29:09
783,"13124,13130,24,39,26213,13106,13106",2019-07-06 18:30:20,2019-07-06 18:30:20
784,"32767,6553,6553,19660,19660,6553,6553",2019-07-06 18:30:38,2019-07-06 18:30:38
785,"19660,19660,19660,6553,32767,19660,19660",2019-07-06 18:30:48,2019-07-06 18:30:48
786,19678,2019-07-06 18:31:54,2019-07-06 18:31:54
787,"19678,19684,19685,6593,32767,19660,19660",2019-07-06 18:33:05,2019-07-06 18:33:05
788,"26213,13106,13106,13106,26213,13106,13106",2019-07-06 18:33:35,2019-07-06 18:33:35
789,"26231,13130,13131,13146,26213,13106,13106",2019-07-06 18:35:49,2019-07-06 18:35:49
790,"13124,13130,13131,39,26213,13106,26213",2019-07-06 18:38:36,2019-07-06 18:38:36
791,"19660,6553,6553,6553,19660,6553,19660",2019-07-06 18:39:02,2019-07-06 18:39:02
792,"19678,6577,6578,6593,19660,6553,19660",2019-07-06 18:41:15,2019-07-06 18:41:15
793,"19660,19660,6553,19660,19660",2019-07-06 18:41:33,2019-07-06 18:41:33
794,"6553,32767,19660,6553,32767,6553,6553",2019-07-06 18:41:46,2019-07-06 18:41:46
795,"6571,32791,19685,6593,32767,6553,6553",2019-07-06 18:44:03,2019-07-06 18:44:03
796,"13106,26213,13106,13106,26213",2019-07-06 18:44:26,2019-07-06 18:44:26
797,"13124,26237,13131,13146,26213",2019-07-06 18:46:45,2019-07-06 18:46:45
798,"19660,19660,19660,6553,19660",2019-07-06 18:55:38,2019-07-06 18:55:38
799,"26213,13106,13106,26213,26213",2019-07-06 19:03:20,2019-07-06 19:03:20
800,"13106,26213,26213,13106,39321,13106,13106",2019-07-06 19:03:33,2019-07-06 19:03:33
801,"13124,26237,26238,13146,39321,13106,13106",2019-07-06 19:05:48,2019-07-06 19:05:48
802,"19660,19660,19660,19660,32767,6553,6553",2019-07-06 19:06:19,2019-07-06 19:06:19
803,"19678,19684,19685,19700,32767,6553,6553",2019-07-06 19:08:32,2019-07-06 19:08:32
804,"6553,19660,19660,6553,32767,6553,19660",2019-07-06 19:09:03,2019-07-06 19:09:03
805,"6571,19684,19685,6593,32767,6553,19660",2019-07-06 19:11:16,2019-07-06 19:11:16
806,"32767,6553,19660,32767,19660",2019-07-06 19:14:15,2019-07-06 19:14:15
807,"19660,19660,32767,19660,32767,6553,19660",2019-07-06 19:14:28,2019-07-06 19:14:28
808,"19660,19660,32767,6553,32767,6553,19660",2019-07-06 19:14:41,2019-07-06 19:14:41
809,"13124,23,24,39,13106",2019-07-06 19:16:12,2019-07-06 19:16:12
810,"19678,19684,32792,19700,32767,6553,19660",2019-07-06 19:16:44,2019-07-06 19:16:44
811,"26213,13106,26213,13106,26213",2019-07-06 19:17:10,2019-07-06 19:17:10
812,"26213,13106,26213,26213,26213",2019-07-06 19:17:50,2019-07-06 19:17:50
813,"26231,13130,26238,26253,26213",2019-07-06 19:19:30,2019-07-06 19:19:30
814,"17,26237,13131,39,39321,13106",2019-07-06 19:27:38,2019-07-06 19:27:38
815,"6553,19660,6553,6553,32767,6553",2019-07-06 19:28:20,2019-07-06 19:28:20
816,"6571,19684,6578,6593,32767,6553",2019-07-06 19:30:20,2019-07-06 19:30:20
817,"17,13130,24,39,26213",2019-07-06 19:35:48,2019-07-06 19:35:48
818,"19660,6553,6553,6553,32767,6553",2019-07-06 19:46:59,2019-07-06 19:46:59
819,"6553,19660,19660,6553,45874,19660,6553",2019-07-06 19:47:13,2019-07-06 19:47:13
820,"6571,19684,19685,6593,45874,19660,6553",2019-07-06 19:49:28,2019-07-06 19:49:28
821,"13106,13106,13106,13106,39321,13106",2019-07-06 19:50:08,2019-07-06 19:50:08
822,"13124,13130,13131,39,39321,13106",2019-07-06 19:52:08,2019-07-06 19:52:08
823,"17,13130,13131,39,39321,13106,13106",2019-07-06 19:54:57,2019-07-06 19:54:57
824,"6553,6553,6553,6553,32767,6553,6553",2019-07-06 19:55:23,2019-07-06 19:55:23
825,"6571,6577,6578,6593,32767,6553,6553",2019-07-06 19:57:40,2019-07-06 19:57:40
826,"13106,13106,26213,13106,39321,13106,13106",2019-07-06 19:58:06,2019-07-06 19:58:06
827,"13124,13130,26238,13146,39321,13106,13106",2019-07-06 20:00:22,2019-07-06 20:00:22
828,"19660,6553,19660,6553,32767,6553,6553",2019-07-06 20:00:51,2019-07-06 20:00:51
829,"19660,6553,19660,19660,32767,6553,6553",2019-07-06 20:01:05,2019-07-06 20:01:05
830,"19678,6577,19685,19700,32767,6553,6553",2019-07-06 20:03:06,2019-07-06 20:03:06
831,"6553,6553,19660,6553,32767,6553,19660",2019-07-06 20:03:33,2019-07-06 20:03:33
832,"6571,6577,19685,6593,32767,6553,19660",2019-07-06 20:05:49,2019-07-06 20:05:49
833,"13124,23,13131,13146,26213",2019-07-06 20:08:34,2019-07-06 20:08:34
834,"19660,45874,6553",2019-07-06 20:08:59,2019-07-06 20:08:59
835,"19678,45898,6578",2019-07-06 20:11:18,2019-07-06 20:11:18
836,"26213,39321",2019-07-06 20:11:44,2019-07-06 20:11:44
837,"26231,39345,24,39,13106",2019-07-06 20:14:03,2019-07-06 20:14:03
838,"32767,19660,6553,6553",2019-07-06 20:16:58,2019-07-06 20:16:58
839,"39321,26213",2019-07-06 20:19:42,2019-07-06 20:19:42
840,"26213,39321,13106",2019-07-06 20:19:55,2019-07-06 20:19:55
841,"26231,39345,13131,39,13106",2019-07-06 20:22:15,2019-07-06 20:22:15
842,"32767,32767,6553,6553,6553",2019-07-06 20:22:41,2019-07-06 20:22:41
843,"32767,32767,6553",2019-07-06 20:22:53,2019-07-06 20:22:53
844,"32785,32791,6578,6593,6553",2019-07-06 20:24:57,2019-07-06 20:24:57
845,"39321,13106,13106,13106,13106",2019-07-06 20:27:56,2019-07-06 20:27:56
846,"26231,26237,24,39",2019-07-06 20:30:24,2019-07-06 20:30:24
847,"26231,39345,13131,39,26213,13106,13106",2019-07-06 20:33:07,2019-07-06 20:33:07
848,"32767,32767,6553,6553,19660,6553,6553",2019-07-06 20:33:33,2019-07-06 20:33:33
849,"32785,32791,6578,6593,19660,6553,6553",2019-07-06 20:35:50,2019-07-06 20:35:50
850,"39321,13106,13106,13106",2019-07-06 20:38:49,2019-07-06 20:38:49
851,"26231,26237,24,39,13106",2019-07-06 20:41:16,2019-07-06 20:41:16
852,"45874,19660,6553,19660,6553",2019-07-06 20:41:33,2019-07-06 20:41:33
853,"32767,32767,19660,6553,19660,6553,19660",2019-07-06 20:41:45,2019-07-06 20:41:45
854,"32767,32767,19660",2019-07-06 20:41:58,2019-07-06 20:41:58
855,"32785,32791,19685,6593,19660,6553,19660",2019-07-06 20:44:03,2019-07-06 20:44:03
856,"39321,26213,13106,13106,13106",2019-07-06 20:44:27,2019-07-06 20:44:27
857,"39321,26213,13106",2019-07-06 20:44:45,2019-07-06 20:44:45
858,"39339,26237,13131,13146,13106",2019-07-06 20:46:45,2019-07-06 20:46:45
859,"39321,13106",2019-07-06 20:46:58,2019-07-06 20:46:58
860,"26231,26237,13131,39,13106",2019-07-06 20:49:31,2019-07-06 20:49:31
861,"32767,19660,6553,6553,6553",2019-07-06 20:49:56,2019-07-06 20:49:56
862,"32785,19684,6578,6593,6553",2019-07-06 20:52:15,2019-07-06 20:52:15
863,"17,13130,26238",2019-07-06 21:01:19,2019-07-06 21:01:19
864,"32767,6553,6553,6553,19660,6553,19660",2019-07-06 21:11:37,2019-07-06 21:11:37
865,"26231,26237,24,39,26213,13106",2019-07-06 21:19:34,2019-07-06 21:19:34
866,"32767,6553,6553,6553,6553",2019-07-06 21:22:32,2019-07-06 21:22:32
867,"6571,6577,19685",2019-07-06 21:23:28,2019-07-06 21:23:28
868,"26231,26237,13131,39,26213,13106,13106",2019-07-06 21:27:44,2019-07-06 21:27:44
869,"32767,19660,6553,6553,19660,6553,6553",2019-07-06 21:28:10,2019-07-06 21:28:10
870,13124,2019-07-06 21:29:02,2019-07-06 21:29:02
871,"32785,19684,6578,6593,19660,6553,6553",2019-07-06 21:30:30,2019-07-06 21:30:30
872,"26231,13130,24,39,13106",2019-07-06 21:35:52,2019-07-06 21:35:52
873,"13124,39345,13131,39,26213",2019-07-06 21:38:36,2019-07-06 21:38:36
874,"19660,32767,6553,6553,19660",2019-07-06 21:39:05,2019-07-06 21:39:05
875,"19678,32791,6578,6593,19660",2019-07-06 21:41:23,2019-07-06 21:41:23
876,"19660,32767,19660,6553,19660",2019-07-06 21:47:14,2019-07-06 21:47:14
877,"19678,32791,19685,6593,19660",2019-07-06 21:49:33,2019-07-06 21:49:33
878,"32767,6553,19660,19660,19660",2019-07-06 21:55:15,2019-07-06 21:55:15
879,"32767,19660,6553,19660,19660",2019-07-06 21:57:56,2019-07-06 21:57:56
880,"19660,32767,19660,6553,32767,6553,6553",2019-07-06 21:58:09,2019-07-06 21:58:09
881,"19678,32791,19685,6593,32767,6553,6553",2019-07-06 22:00:26,2019-07-06 22:00:26
882,"26213,26213,13106,13106,26213",2019-07-06 22:00:56,2019-07-06 22:00:56
883,"26231,26237,13131,13146,26213",2019-07-06 22:03:10,2019-07-06 22:03:10
884,"13124,26237,13131,39,26213",2019-07-06 22:05:54,2019-07-06 22:05:54
885,"19660,19660,6553,6553,19660",2019-07-06 22:06:21,2019-07-06 22:06:21
886,"19678,19684,6578,6593,19660",2019-07-06 22:08:38,2019-07-06 22:08:38
887,"26213,26213,26213,13106,26213",2019-07-06 22:09:05,2019-07-06 22:09:05
888,"26231,26237,26238,13146,26213",2019-07-06 22:11:23,2019-07-06 22:11:23
889,"32767,19660,19660,19660,19660",2019-07-06 22:11:50,2019-07-06 22:11:50
890,"32767,19660,19660,6553,19660",2019-07-06 22:12:02,2019-07-06 22:12:02
891,"32785,19684,19685,19700,19660",2019-07-06 22:14:06,2019-07-06 22:14:06
892,"19678,19684,19685,6593,19660",2019-07-06 22:16:52,2019-07-06 22:16:52
893,"13124,26237,24,39,26213",2019-07-06 22:25:00,2019-07-06 22:25:00
894,"26231,26237,13131",2019-07-06 22:27:08,2019-07-06 22:27:08
895,"19660,6553,19660",2019-07-06 22:29:40,2019-07-06 22:29:40
896,"19678,19684,19685",2019-07-06 22:29:53,2019-07-06 22:29:53
897,"32767,6553,6553",2019-07-06 22:32:24,2019-07-06 22:32:24
898,"32785,19684,6578",2019-07-06 22:32:38,2019-07-06 22:32:38
899,"32767,19660,6553",2019-07-06 22:32:55,2019-07-06 22:32:55
900,"26231,23,13131",2019-07-06 22:35:27,2019-07-06 22:35:27
901,"13124,26237,13131,39,39321,13106",2019-07-06 22:44:04,2019-07-06 22:44:04
902,"19660,19660,6553,6553,32767,6553",2019-07-06 22:44:31,2019-07-06 22:44:31
903,"19678,19684,6578,6593,32767,6553",2019-07-06 22:46:45,2019-07-06 22:46:45
904,"26231,13130,13131",2019-07-06 22:52:01,2019-07-06 22:52:01
905,"13124,13130,24,39,26213",2019-07-06 22:52:14,2019-07-06 22:52:14
906,"32767,6553,6553,19660,19660",2019-07-06 22:52:27,2019-07-06 22:52:27
907,"19660,19660,19660,6553,32767,6553,6553",2019-07-06 22:52:39,2019-07-06 22:52:39
908,"39339,13130,24",2019-07-06 22:54:50,2019-07-06 22:54:50
909,"19678,19684,19685,6593,32767,6553,6553",2019-07-06 22:54:57,2019-07-06 22:54:57
910,"26213,13106,13106,13106,26213",2019-07-06 22:55:27,2019-07-06 22:55:27
911,32785,2019-07-06 22:57:31,2019-07-06 22:57:31
912,"26231,13130,13131,13146,26213",2019-07-06 22:57:39,2019-07-06 22:57:39
913,"13124,13130,13131,39,26213",2019-07-06 23:00:24,2019-07-06 23:00:24
914,"19660,6553,6553,6553,19660",2019-07-06 23:00:53,2019-07-06 23:00:53
915,"19678,6577,6578,6593,19660",2019-07-06 23:03:07,2019-07-06 23:03:07
916,"32785,6577",2019-07-06 23:05:50,2019-07-06 23:05:50
917,"13124,26237,13131,39,26213,26213,13106",2019-07-06 23:27:37,2019-07-06 23:27:37
918,"19660,19660,6553,6553,19660,19660,6553",2019-07-06 23:28:08,2019-07-06 23:28:08
919,"19678,19684,6578,6593,19660,19660,6553",2019-07-06 23:30:21,2019-07-06 23:30:21
920,"13124,13130,24,39,13106,13106,13106",2019-07-06 23:35:48,2019-07-06 23:35:48
921,"32767,6553,6553,19660,6553,6553,6553",2019-07-06 23:36:06,2019-07-06 23:36:06
922,"19660,19660,19660,6553,19660,19660,19660",2019-07-06 23:36:19,2019-07-06 23:36:19
923,"19678,19684,19685,6593,19660,19660,19660",2019-07-06 23:38:33,2019-07-06 23:38:33
924,"26213,13106,13106,13106,13106,13106,13106",2019-07-06 23:39:01,2019-07-06 23:39:01
925,"26231,13130,13131,13146,13106,13106,13106",2019-07-06 23:41:16,2019-07-06 23:41:16
926,"13124,13130,13131,39,13106,13106,26213",2019-07-06 23:44:00,2019-07-06 23:44:00
927,"19678,6577,6578,6593,6553,6553,19660",2019-07-06 23:46:45,2019-07-06 23:46:45
928,"13124,13130,26238",2019-07-06 23:58:35,2019-07-06 23:58:35
929,"13124,13130,24,39,26213,26213",2019-07-07 00:15:10,2019-07-07 00:15:10
930,"19678,6577,19685",2019-07-07 00:20:44,2019-07-07 00:20:44
931,"13124,13130,13131,39,26213,26213,13106",2019-07-07 00:22:16,2019-07-07 00:22:16
932,"19660,6553,6553,6553,19660,19660,6553",2019-07-07 00:22:43,2019-07-07 00:22:43
933,"32785,6577,6578",2019-07-07 00:23:29,2019-07-07 00:23:29
934,"19678,6577,6578,6593,19660,19660,6553",2019-07-07 00:24:54,2019-07-07 00:24:54
935,26231,2019-07-07 00:26:14,2019-07-07 00:26:14
936,"13124,23,24,39,13106,13106,13106",2019-07-07 00:30:23,2019-07-07 00:30:23
937,"19660,6553,6553,19660,19660,6553",2019-07-07 00:52:27,2019-07-07 00:52:27
938,"6553,19660,19660,6553,32767,19660,6553",2019-07-07 00:52:39,2019-07-07 00:52:39
939,"6571,19684,19685,6593,32767,19660,6553",2019-07-07 00:55:02,2019-07-07 00:55:02
940,"13106,13106,13106,13106,26213,13106",2019-07-07 00:55:27,2019-07-07 00:55:27
941,"13124,13130,13131,13146,26213,13106",2019-07-07 00:57:41,2019-07-07 00:57:41
942,"17,13130,13131,39,26213,13106,13106",2019-07-07 01:00:24,2019-07-07 01:00:24
943,"6553,6553,6553,6553,19660,6553,6553",2019-07-07 01:00:56,2019-07-07 01:00:56
944,"6571,6577,6578,6593,19660,6553,6553",2019-07-07 01:03:09,2019-07-07 01:03:09
945,"13106,13106,26213,13106,26213,13106,13106",2019-07-07 01:03:35,2019-07-07 01:03:35
946,"13124,13130,26238,13146,26213,13106,13106",2019-07-07 01:05:56,2019-07-07 01:05:56
947,"19660,6553,19660,6553,19660,6553,6553",2019-07-07 01:06:22,2019-07-07 01:06:22
948,"19660,6553,19660,19660,19660,6553,6553",2019-07-07 01:07:02,2019-07-07 01:07:02
949,"19678,6577,19685,19700,19660,6553,6553",2019-07-07 01:08:35,2019-07-07 01:08:35
950,"6553,6553,19660,6553,19660,6553,19660",2019-07-07 01:09:07,2019-07-07 01:09:07
951,"6571,6577,19685,6593,19660,6553,19660",2019-07-07 01:11:20,2019-07-07 01:11:20
952,"17,13130,24,39,26213,13106",2019-07-07 01:19:32,2019-07-07 01:19:32
953,"17,13130,13131,39,39321,26213",2019-07-07 01:38:37,2019-07-07 01:38:37
954,"6553,6553,6553,6553,32767,19660",2019-07-07 01:39:20,2019-07-07 01:39:20
955,"17,23,24,39,26213,13106",2019-07-07 01:46:50,2019-07-07 01:46:50
956,"6553,6553,19660,6553,32767,19660,6553",2019-07-07 01:47:18,2019-07-07 01:47:18
957,"6571,6577,19685,6593,32767,19660,6553",2019-07-07 01:49:32,2019-07-07 01:49:32
958,"13124,23,13131,13146,26213,13106",2019-07-07 01:52:17,2019-07-07 01:52:17
959,"17,23,13131,39,26213,13106,13106",2019-07-07 01:55:04,2019-07-07 01:55:04
960,"32767,6553,6553,6553,6553,6553,19660",2019-07-07 02:17:04,2019-07-07 02:17:04
961,"26231,26237,24,39,13106,13106",2019-07-07 02:25:01,2019-07-07 02:25:01
962,"32767,6553,6553,6553",2019-07-07 02:27:59,2019-07-07 02:27:59
963,"26231,26237,13131,39,13106,13106,13106",2019-07-07 02:33:15,2019-07-07 02:33:15
964,"32767,19660,6553,6553,6553,6553,6553",2019-07-07 02:33:40,2019-07-07 02:33:40
965,"32785,19684,6578,6593,6553,6553,6553",2019-07-07 02:36:01,2019-07-07 02:36:01
966,"26231,13130,24,39",2019-07-07 02:41:23,2019-07-07 02:41:23
967,"6571,6577,32792",2019-07-07 02:55:47,2019-07-07 02:55:47
968,"6553,6553,32767",2019-07-07 02:56:27,2019-07-07 02:56:27
969,"17,23,26238",2019-07-07 03:06:49,2019-07-07 03:06:49
970,"13124,23,26238",2019-07-07 03:17:56,2019-07-07 03:17:56
971,"26231,13130,24,39,13106,13106",2019-07-07 03:19:36,2019-07-07 03:19:36
972,"13124,26237,13131,39,26213,13106",2019-07-07 03:49:37,2019-07-07 03:49:37
973,"19660,19660,6553,6553,19660,6553",2019-07-07 03:50:03,2019-07-07 03:50:03
974,"19678,19684,6578,6593,19660,6553",2019-07-07 03:52:22,2019-07-07 03:52:22
975,"19660,19660,19660,6553,19660,6553,6553",2019-07-07 03:58:19,2019-07-07 03:58:19
976,"19678,19684,19685,6593,19660,6553,6553",2019-07-07 04:00:31,2019-07-07 04:00:31
977,"13124,13130,24,39,26213,13106",2019-07-07 04:35:57,2019-07-07 04:35:57
978,"13124,13130,13131,39,26213,13106",2019-07-07 04:44:09,2019-07-07 04:44:09
979,"19660,6553,6553,6553,19660,6553",2019-07-07 04:44:35,2019-07-07 04:44:35
980,"19678,6577,6578,6593,19660,6553",2019-07-07 04:46:50,2019-07-07 04:46:50
981,"13124,39345,24,39,13106,13106",2019-07-07 04:57:48,2019-07-07 04:57:48
